[2026-04-03 13:02:36] === AlphaZero Loop Start (iteration=169, games=300, sims=64+0/iter, max=64, min_chain=0) ===
[2026-04-03 13:02:36] --- Iteration 169 (sims=64, global_step=168000) ---
[2026-04-03 13:02:36] Self-play start (m=16, c_visit=50.0)
   Compiling az-framework v0.1.0 (/workspaces/puyopuyo-ai/crates/az-framework)
   Compiling puyo-player v0.1.0 (/workspaces/puyopuyo-ai/crates/puyo/puyo-player)
   Compiling puyo-trainer v0.1.0 (/workspaces/puyopuyo-ai/crates/puyo/puyo-trainer)
    Finished `release` profile [optimized] target(s) in 54.14s
     Running `target/release/self-play --games 300 --simulations 64 --c-puct-init 1.5 --m 16 --c-visit 50.0 --gamma 0.95 --min-chain 0 --output data/alphazero_iter_169.bin`
games=300, simulations=64, c_puct_init=1.5, c_puct_base=19652, m=16, c_visit=50, gamma=0.95
Backend: CudaJit (GPU) — Gumbel MCTS self-play (batched)
Loaded existing model from artifacts/puyo_model
Using 128 game threads, max_batch_size=128
[  32/300] samples:   1572 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9280/8212 | 1.37 games/s | ETA: 196s
[  33/300] samples:   1622 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6260/8153 | 1.41 games/s | ETA: 190s
[  34/300] samples:   1672 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10260/8215 | 1.45 games/s | ETA: 184s
[  35/300] samples:   1722 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7820/8203 | 1.49 games/s | ETA: 178s
[  36/300] samples:   1772 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8200/8203 | 1.53 games/s | ETA: 172s
[  37/300] samples:   1822 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10740/8272 | 1.57 games/s | ETA: 167s
[  38/300] samples:   1872 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8140/8268 | 1.61 games/s | ETA: 163s
[  39/300] samples:   1922 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 9500/8300 | 1.65 games/s | ETA: 158s
[  40/300] samples:   1972 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 9700/8335 | 1.69 games/s | ETA: 153s
[  41/300] samples:   2022 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 6200/8283 | 1.74 games/s | ETA: 149s
[  42/300] samples:   2072 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8720/8293 | 1.78 games/s | ETA: 145s
[  43/300] samples:   2122 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8300/8293 | 1.82 games/s | ETA: 141s
[  44/300] samples:   2172 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 7510/8276 | 1.86 games/s | ETA: 138s
[  45/300] samples:   2222 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7180/8251 | 1.90 games/s | ETA: 134s
[  46/300] samples:   2272 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 7140/8227 | 1.94 games/s | ETA: 131s
[  47/300] samples:   2322 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8340/8230 | 1.98 games/s | ETA: 128s
[  48/300] samples:   2372 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 9370/8253 | 2.03 games/s | ETA: 124s
[  49/300] samples:   2422 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 6820/8224 | 2.07 games/s | ETA: 121s
[  50/300] samples:   2472 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 10360/8267 | 2.11 games/s | ETA: 119s
[  51/300] samples:   2522 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8960/8280 | 2.15 games/s | ETA: 116s
[  52/300] samples:   2572 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8160/8278 | 2.19 games/s | ETA: 113s
[  53/300] samples:   2622 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 9820/8307 | 2.23 games/s | ETA: 111s
[  54/300] samples:   2672 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8680/8314 | 2.27 games/s | ETA: 108s
[  55/300] samples:   2722 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 11080/8364 | 2.32 games/s | ETA: 106s
[  56/300] samples:   2772 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 10080/8395 | 2.36 games/s | ETA: 104s
[  57/300] samples:   2822 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 7340/8376 | 2.40 games/s | ETA: 101s
[  58/300] samples:   2872 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 6460/8343 | 2.44 games/s | ETA: 99s
[  59/300] samples:   2922 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 8480/8346 | 2.48 games/s | ETA: 97s
[  60/300] samples:   2972 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8680/8351 | 2.52 games/s | ETA: 95s
[  61/300] samples:   3022 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 7260/8333 | 2.56 games/s | ETA: 93s
[  62/300] samples:   3072 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8030/8329 | 2.60 games/s | ETA: 91s
[  63/300] samples:   3122 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 7860/8321 | 2.64 games/s | ETA: 90s
[  64/300] samples:   3172 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8320/8321 | 2.68 games/s | ETA: 88s
[  65/300] samples:   3222 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 9720/8343 | 2.72 games/s | ETA: 86s
[  66/300] samples:   3272 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 6960/8322 | 2.77 games/s | ETA: 85s
[  67/300] samples:   3322 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 9320/8337 | 2.81 games/s | ETA: 83s
[  68/300] samples:   3372 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 7260/8321 | 2.85 games/s | ETA: 81s
[  69/300] samples:   3422 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8670/8326 | 2.89 games/s | ETA: 80s
[  70/300] samples:   3472 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8280/8325 | 2.93 games/s | ETA: 79s
[  71/300] samples:   3522 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 6180/8295 | 2.97 games/s | ETA: 77s
[  72/300] samples:   3572 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 5400/8255 | 3.01 games/s | ETA: 76s
[  73/300] samples:   3622 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 7700/8247 | 3.05 games/s | ETA: 74s
[  74/300] samples:   3672 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 10220/8274 | 3.09 games/s | ETA: 73s
[  75/300] samples:   3722 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8740/8280 | 3.13 games/s | ETA: 72s
[  76/300] samples:   3772 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 6460/8256 | 3.17 games/s | ETA: 71s
[  77/300] samples:   3822 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 8240/8256 | 3.21 games/s | ETA: 69s
[  78/300] samples:   3872 | chain(game/max/avg): 3/5/3.7 | reward(game/avg): 8020/8253 | 3.25 games/s | ETA: 68s
[  79/300] samples:   3922 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7820/8247 | 3.29 games/s | ETA: 67s
[  80/300] samples:   3972 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9980/8269 | 3.33 games/s | ETA: 66s
[  81/300] samples:   4022 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 7940/8265 | 3.37 games/s | ETA: 65s
[  82/300] samples:   4072 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5800/8235 | 3.41 games/s | ETA: 64s
[  83/300] samples:   4122 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5560/8203 | 3.45 games/s | ETA: 63s
[  84/300] samples:   4172 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7750/8197 | 3.49 games/s | ETA: 62s
[  85/300] samples:   4222 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6760/8180 | 3.53 games/s | ETA: 61s
[  86/300] samples:   4272 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8860/8188 | 3.57 games/s | ETA: 60s
[  87/300] samples:   4322 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8280/8189 | 3.61 games/s | ETA: 59s
[  88/300] samples:   4372 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8760/8196 | 3.65 games/s | ETA: 58s
[  89/300] samples:   4422 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9140/8206 | 3.68 games/s | ETA: 57s
[  90/300] samples:   4472 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6760/8190 | 3.72 games/s | ETA: 56s
[  91/300] samples:   4522 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7880/8187 | 3.77 games/s | ETA: 56s
[  92/300] samples:   4572 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7440/8179 | 3.81 games/s | ETA: 55s
[  93/300] samples:   4622 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6560/8161 | 3.85 games/s | ETA: 54s
[  94/300] samples:   4672 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7390/8153 | 3.89 games/s | ETA: 53s
[  95/300] samples:   4722 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9000/8162 | 3.93 games/s | ETA: 52s
[  96/300] samples:   4772 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 11820/8200 | 3.97 games/s | ETA: 51s
[  97/300] samples:   4822 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9040/8209 | 4.00 games/s | ETA: 51s
[  98/300] samples:   4872 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9080/8218 | 4.04 games/s | ETA: 50s
[  99/300] samples:   4922 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7860/8214 | 4.07 games/s | ETA: 49s
[ 100/300] samples:   4972 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10180/8234 | 4.11 games/s | ETA: 49s
[ 101/300] samples:   5022 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7910/8231 | 3.17 games/s | ETA: 63s
[ 102/300] samples:   5044 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 1400/8164 | 3.14 games/s | ETA: 63s
[ 103/300] samples:   5094 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8400/8166 | 2.43 games/s | ETA: 81s
[ 104/300] samples:   5144 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8080/8165 | 2.46 games/s | ETA: 80s
[ 105/300] samples:   5194 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7500/8159 | 2.46 games/s | ETA: 79s
[ 106/300] samples:   5244 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10620/8182 | 2.46 games/s | ETA: 79s
[ 107/300] samples:   5294 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9200/8191 | 2.48 games/s | ETA: 78s
[ 108/300] samples:   5344 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9540/8204 | 2.50 games/s | ETA: 77s
[ 109/300] samples:   5394 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6520/8189 | 2.52 games/s | ETA: 76s
[ 110/300] samples:   5444 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7080/8178 | 2.54 games/s | ETA: 75s
[ 111/300] samples:   5494 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7160/8169 | 2.56 games/s | ETA: 74s
[ 112/300] samples:   5544 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7380/8162 | 2.58 games/s | ETA: 73s
[ 113/300] samples:   5594 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5120/8135 | 2.60 games/s | ETA: 72s
[ 114/300] samples:   5644 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9890/8151 | 2.63 games/s | ETA: 71s
[ 115/300] samples:   5694 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5540/8128 | 2.65 games/s | ETA: 70s
[ 116/300] samples:   5744 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8980/8135 | 2.67 games/s | ETA: 69s
[ 117/300] samples:   5794 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6920/8125 | 2.69 games/s | ETA: 68s
[ 118/300] samples:   5844 | chain(game/max/avg): 5/5/3.6 | reward(game/avg): 12140/8159 | 2.71 games/s | ETA: 67s
[ 119/300] samples:   5894 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8720/8164 | 2.73 games/s | ETA: 66s
[ 120/300] samples:   5944 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8540/8167 | 2.76 games/s | ETA: 65s
[ 121/300] samples:   5994 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8360/8168 | 2.78 games/s | ETA: 64s
[ 122/300] samples:   6044 | chain(game/max/avg): 5/5/3.6 | reward(game/avg): 13740/8214 | 2.80 games/s | ETA: 64s
[ 123/300] samples:   6094 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9720/8226 | 2.82 games/s | ETA: 63s
[ 124/300] samples:   6144 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9960/8240 | 2.84 games/s | ETA: 62s
[ 125/300] samples:   6194 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7090/8231 | 2.87 games/s | ETA: 61s
[ 126/300] samples:   6244 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8060/8230 | 2.89 games/s | ETA: 60s
[ 127/300] samples:   6294 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8720/8234 | 2.91 games/s | ETA: 59s
[ 128/300] samples:   6344 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8460/8235 | 2.93 games/s | ETA: 59s
[ 129/300] samples:   6394 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6080/8219 | 2.95 games/s | ETA: 58s
[ 130/300] samples:   6444 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8300/8219 | 2.98 games/s | ETA: 57s
[ 131/300] samples:   6494 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6640/8207 | 3.00 games/s | ETA: 56s
[ 132/300] samples:   6544 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7300/8200 | 3.02 games/s | ETA: 56s
[ 133/300] samples:   6594 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8600/8203 | 3.04 games/s | ETA: 55s
[ 134/300] samples:   6644 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8140/8203 | 3.06 games/s | ETA: 54s
[ 135/300] samples:   6694 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7980/8201 | 3.08 games/s | ETA: 54s
[ 136/300] samples:   6744 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9280/8209 | 3.10 games/s | ETA: 53s
[ 137/300] samples:   6794 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7240/8202 | 3.13 games/s | ETA: 52s
[ 138/300] samples:   6844 | chain(game/max/avg): 2/5/3.6 | reward(game/avg): 5420/8182 | 3.14 games/s | ETA: 52s
[ 139/300] samples:   6894 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5890/8165 | 3.17 games/s | ETA: 51s
[ 140/300] samples:   6944 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10340/8181 | 3.19 games/s | ETA: 50s
[ 141/300] samples:   6994 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9580/8191 | 3.21 games/s | ETA: 50s
[ 142/300] samples:   7044 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8720/8195 | 3.23 games/s | ETA: 49s
[ 143/300] samples:   7094 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8360/8196 | 3.24 games/s | ETA: 48s
[ 144/300] samples:   7144 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7480/8191 | 3.27 games/s | ETA: 48s
[ 145/300] samples:   7194 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10840/8209 | 3.28 games/s | ETA: 47s
[ 146/300] samples:   7244 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10550/8225 | 3.30 games/s | ETA: 47s
[ 147/300] samples:   7294 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8680/8228 | 3.32 games/s | ETA: 46s
[ 148/300] samples:   7344 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10400/8243 | 3.34 games/s | ETA: 45s
[ 149/300] samples:   7394 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10380/8257 | 3.37 games/s | ETA: 45s
[ 150/300] samples:   7444 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6100/8243 | 3.39 games/s | ETA: 44s
[ 151/300] samples:   7494 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8450/8244 | 3.41 games/s | ETA: 44s
[ 152/300] samples:   7544 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5800/8228 | 3.43 games/s | ETA: 43s
[ 153/300] samples:   7594 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6320/8216 | 3.45 games/s | ETA: 43s
[ 154/300] samples:   7644 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8720/8219 | 3.47 games/s | ETA: 42s
[ 155/300] samples:   7694 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8140/8218 | 3.49 games/s | ETA: 42s
[ 156/300] samples:   7744 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5980/8204 | 3.51 games/s | ETA: 41s
[ 157/300] samples:   7794 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8640/8207 | 3.54 games/s | ETA: 40s
[ 158/300] samples:   7844 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7940/8205 | 3.55 games/s | ETA: 40s
[ 159/300] samples:   7894 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8720/8208 | 3.57 games/s | ETA: 39s
[ 160/300] samples:   7944 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6090/8195 | 3.59 games/s | ETA: 39s
[ 161/300] samples:   7994 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8510/8197 | 3.62 games/s | ETA: 38s
[ 162/300] samples:   8044 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9250/8204 | 3.64 games/s | ETA: 38s
[ 163/300] samples:   8094 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7640/8200 | 3.66 games/s | ETA: 37s
[ 164/300] samples:   8144 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8260/8201 | 3.68 games/s | ETA: 37s
[ 165/300] samples:   8194 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7900/8199 | 3.70 games/s | ETA: 37s
[ 166/300] samples:   8244 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7330/8193 | 3.72 games/s | ETA: 36s
[ 167/300] samples:   8294 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7780/8191 | 3.74 games/s | ETA: 36s
[ 168/300] samples:   8344 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6400/8180 | 3.76 games/s | ETA: 35s
[ 169/300] samples:   8394 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8080/8180 | 3.78 games/s | ETA: 35s
[ 170/300] samples:   8444 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8200/8180 | 3.80 games/s | ETA: 34s
[ 171/300] samples:   8494 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7060/8173 | 3.82 games/s | ETA: 34s
[ 172/300] samples:   8544 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8060/8173 | 3.84 games/s | ETA: 33s
[ 173/300] samples:   8594 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10100/8184 | 3.86 games/s | ETA: 33s
[ 174/300] samples:   8644 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8430/8185 | 3.88 games/s | ETA: 32s
[ 175/300] samples:   8694 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8100/8185 | 3.90 games/s | ETA: 32s
[ 176/300] samples:   8744 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9760/8194 | 3.92 games/s | ETA: 32s
[ 177/300] samples:   8794 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6340/8183 | 3.94 games/s | ETA: 31s
[ 178/300] samples:   8844 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9260/8189 | 3.96 games/s | ETA: 31s
[ 179/300] samples:   8894 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9840/8198 | 3.98 games/s | ETA: 30s
[ 180/300] samples:   8944 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8450/8200 | 4.01 games/s | ETA: 30s
[ 181/300] samples:   8994 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7820/8198 | 4.03 games/s | ETA: 30s
[ 182/300] samples:   9044 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7320/8193 | 4.05 games/s | ETA: 29s
[ 183/300] samples:   9094 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7630/8190 | 4.06 games/s | ETA: 29s
[ 184/300] samples:   9144 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8820/8193 | 4.08 games/s | ETA: 28s
[ 185/300] samples:   9194 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6060/8182 | 4.10 games/s | ETA: 28s
[ 186/300] samples:   9244 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10300/8193 | 4.12 games/s | ETA: 28s
[ 187/300] samples:   9294 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8800/8196 | 4.14 games/s | ETA: 27s
[ 188/300] samples:   9344 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7760/8194 | 4.16 games/s | ETA: 27s
[ 189/300] samples:   9394 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8160/8194 | 4.18 games/s | ETA: 27s
[ 190/300] samples:   9444 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10380/8205 | 4.20 games/s | ETA: 26s
[ 191/300] samples:   9494 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9320/8211 | 4.22 games/s | ETA: 26s
[ 192/300] samples:   9544 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9410/8218 | 4.24 games/s | ETA: 25s
[ 193/300] samples:   9594 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7520/8214 | 4.26 games/s | ETA: 25s
[ 194/300] samples:   9644 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6980/8208 | 4.29 games/s | ETA: 25s
[ 195/300] samples:   9694 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7920/8206 | 4.30 games/s | ETA: 24s
[ 196/300] samples:   9744 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9700/8214 | 4.32 games/s | ETA: 24s
[ 197/300] samples:   9794 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8260/8214 | 4.34 games/s | ETA: 24s
[ 198/300] samples:   9844 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6600/8206 | 4.36 games/s | ETA: 23s
[ 199/300] samples:   9894 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9900/8214 | 4.37 games/s | ETA: 23s
[ 200/300] samples:   9944 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8560/8216 | 4.38 games/s | ETA: 23s
[ 201/300] samples:   9994 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10040/8225 | 3.82 games/s | ETA: 26s
[ 202/300] samples:  10044 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7440/8221 | 3.83 games/s | ETA: 26s
[ 203/300] samples:  10088 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5160/8206 | 3.30 games/s | ETA: 29s
[ 204/300] samples:  10138 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8340/8207 | 3.14 games/s | ETA: 31s
[ 205/300] samples:  10188 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 5760/8195 | 3.14 games/s | ETA: 30s
[ 206/300] samples:  10238 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7700/8192 | 3.14 games/s | ETA: 30s
[ 207/300] samples:  10288 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9220/8197 | 3.15 games/s | ETA: 29s
[ 208/300] samples:  10338 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8010/8196 | 3.16 games/s | ETA: 29s
[ 209/300] samples:  10388 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 6580/8189 | 3.17 games/s | ETA: 29s
[ 210/300] samples:  10436 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7420/8185 | 3.17 games/s | ETA: 28s
[ 211/300] samples:  10486 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7140/8180 | 3.17 games/s | ETA: 28s
[ 212/300] samples:  10536 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 6620/8173 | 3.18 games/s | ETA: 28s
[ 213/300] samples:  10586 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8530/8174 | 3.18 games/s | ETA: 27s
[ 214/300] samples:  10636 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7960/8173 | 3.19 games/s | ETA: 27s
[ 215/300] samples:  10686 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9040/8177 | 3.19 games/s | ETA: 27s
[ 216/300] samples:  10736 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7320/8174 | 3.18 games/s | ETA: 26s
[ 217/300] samples:  10786 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9200/8178 | 3.20 games/s | ETA: 26s
[ 218/300] samples:  10836 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9800/8186 | 3.21 games/s | ETA: 26s
[ 219/300] samples:  10885 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7940/8185 | 3.21 games/s | ETA: 25s
[ 220/300] samples:  10935 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8880/8188 | 3.21 games/s | ETA: 25s
[ 221/300] samples:  10985 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9690/8195 | 3.22 games/s | ETA: 25s
[ 222/300] samples:  11035 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7160/8190 | 3.21 games/s | ETA: 24s
