[2026-04-07 14:11:58] Pre-building release binaries...
    Finished `release` profile [optimized] target(s) in 0.31s
[2026-04-07 14:11:59] === AlphaZero Loop Start (branch=rtx5090-4, run_dir=runs/rtx5090-4, iteration=1, games=3000x1gpu, sims=512+0/iter, max=512, min_chain=0, threads=1024) ===
[2026-04-07 14:11:59] --- Iteration 1 (sims=512, global_step=0) ---
[2026-04-07 14:11:59] Self-play start (m=24, c_visit=50.0, num_gpus=1, games_per_gpu=3000, total=3000)
[gpu0]     Finished `release` profile [optimized] target(s) in 0.30s
[gpu0]      Running `target/release/self-play --games 3000 --simulations 512 --c-puct-init 1.5 --c-puct-base 19652.0 --m 24 --c-visit 50.0 --gamma 0.95 --min-chain 0 --threads 1024 --batch-size 4096 --num-leaves 1 --model-path runs/rtx5090-4/artifacts/puyo_model --cols 6 --rows 14 --num-colors 4 --residual-channels 256 --num-blocks 6 --policy-conv-channels 2 --value-conv-channels 1 --value-hidden 256 --film-hidden 256 --output runs/rtx5090-4/data/alphazero_iter_1_gpu0.bin`
[gpu0] games=3000, simulations=512, c_puct_init=1.5, c_puct_base=19652, m=24, c_visit=50, gamma=0.95, num_leaves=1, min_chain=0
[gpu0] Game config: cols=6, rows=14, num_colors=4, residual_channels=256, num_blocks=6, policy_conv_ch=2, value_conv_ch=1, value_hidden=256, film_hidden=256
[gpu0] Backend: Cuda (GPU) — Gumbel MCTS self-play (batched)
[gpu0] Failed to load model from runs/rtx5090-4/artifacts/puyo_model: FileNotFound("No such file or directory (os error 2)"). Initializing random weights
[gpu0] Using 1024 game threads, max_batch_size=4096
[gpu0] [ 149/3000] samples:   7450 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5600/3583 | 0.13 games/s | ETA: 21523s
[gpu0] [ 150/3000] samples:   7500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2460/3576 | 0.13 games/s | ETA: 21372s
[gpu0] [ 151/3000] samples:   7550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3860/3577 | 0.13 games/s | ETA: 21223s
[gpu0] [ 152/3000] samples:   7600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3560/3577 | 0.14 games/s | ETA: 21076s
[gpu0] [ 153/3000] samples:   7650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3060/3574 | 0.14 games/s | ETA: 20931s
[gpu0] [ 154/3000] samples:   7700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3050/3571 | 0.14 games/s | ETA: 20789s
[gpu0] [ 159/3000] samples:   7950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3840/3574 | 0.14 games/s | ETA: 20100s
[gpu0] [ 155/3000] samples:   7750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2880/3566 | 0.14 games/s | ETA: 20647s
[gpu0] [ 157/3000] samples:   7850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3700/3575 | 0.14 games/s | ETA: 20370s
[gpu0] [ 158/3000] samples:   7900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3140/3573 | 0.14 games/s | ETA: 20234s
[gpu0] [ 156/3000] samples:   7800 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4880/3574 | 0.14 games/s | ETA: 20508s
[gpu0] [ 160/3000] samples:   8000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3300/3572 | 0.14 games/s | ETA: 19967s
[gpu0] [ 161/3000] samples:   8050 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5680/3586 | 0.14 games/s | ETA: 19836s
[gpu0] [ 162/3000] samples:   8100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3000/3582 | 0.14 games/s | ETA: 19707s
[gpu0] [ 163/3000] samples:   8150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2980/3578 | 0.14 games/s | ETA: 19579s
[gpu0] [ 164/3000] samples:   8200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4080/3581 | 0.15 games/s | ETA: 19453s
[gpu0] [ 165/3000] samples:   8250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3580/3581 | 0.15 games/s | ETA: 19328s
[gpu0] [ 166/3000] samples:   8300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3680/3582 | 0.15 games/s | ETA: 19205s
[gpu0] [ 167/3000] samples:   8350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3900/3584 | 0.15 games/s | ETA: 19083s
[gpu0] [ 168/3000] samples:   8400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3320/3582 | 0.15 games/s | ETA: 18963s
[gpu0] [ 169/3000] samples:   8450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3170/3580 | 0.15 games/s | ETA: 18844s
[gpu0] [ 170/3000] samples:   8500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3860/3581 | 0.15 games/s | ETA: 18726s
[gpu0] [ 171/3000] samples:   8550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2860/3577 | 0.15 games/s | ETA: 18610s
[gpu0] [ 172/3000] samples:   8600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3710/3578 | 0.15 games/s | ETA: 18495s
[gpu0] [ 173/3000] samples:   8650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2560/3572 | 0.15 games/s | ETA: 18382s
[gpu0] [ 174/3000] samples:   8700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3040/3569 | 0.15 games/s | ETA: 18270s
[gpu0] [ 175/3000] samples:   8750 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4600/3575 | 0.16 games/s | ETA: 18159s
[gpu0] [ 176/3000] samples:   8800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3670/3576 | 0.16 games/s | ETA: 18050s
[gpu0] [ 177/3000] samples:   8850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3840/3577 | 0.16 games/s | ETA: 17941s
[gpu0] [ 178/3000] samples:   8900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4000/3579 | 0.16 games/s | ETA: 17834s
[gpu0] [ 179/3000] samples:   8950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2940/3576 | 0.16 games/s | ETA: 17728s
[gpu0] [ 180/3000] samples:   9000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2480/3570 | 0.16 games/s | ETA: 17623s
[gpu0] [ 181/3000] samples:   9050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3580/3570 | 0.16 games/s | ETA: 17520s
[gpu0] [ 182/3000] samples:   9100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3940/3572 | 0.16 games/s | ETA: 17417s
[gpu0] [ 183/3000] samples:   9150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3320/3570 | 0.16 games/s | ETA: 17316s
[gpu0] [ 184/3000] samples:   9200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2560/3565 | 0.16 games/s | ETA: 17216s
[gpu0] [ 185/3000] samples:   9250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5400/3575 | 0.16 games/s | ETA: 17117s
[gpu0] [ 186/3000] samples:   9300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5200/3584 | 0.17 games/s | ETA: 17019s
[gpu0] [ 187/3000] samples:   9350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2280/3577 | 0.17 games/s | ETA: 16922s
[gpu0] [ 188/3000] samples:   9400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3040/3574 | 0.17 games/s | ETA: 16826s
[gpu0] [ 189/3000] samples:   9450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4300/3578 | 0.17 games/s | ETA: 16731s
[gpu0] [ 190/3000] samples:   9500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3160/3575 | 0.17 games/s | ETA: 16637s
[gpu0] [ 191/3000] samples:   9550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3320/3574 | 0.17 games/s | ETA: 16544s
[gpu0] [ 192/3000] samples:   9600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2800/3570 | 0.17 games/s | ETA: 16452s
[gpu0] [ 193/3000] samples:   9650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3560/3570 | 0.17 games/s | ETA: 16361s
[gpu0] [ 194/3000] samples:   9700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4080/3573 | 0.17 games/s | ETA: 16271s
[gpu0] [ 195/3000] samples:   9750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3180/3571 | 0.17 games/s | ETA: 16182s
[gpu0] [ 196/3000] samples:   9800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3540/3570 | 0.17 games/s | ETA: 16094s
[gpu0] [ 197/3000] samples:   9850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2160/3563 | 0.18 games/s | ETA: 16006s
[gpu0] [ 198/3000] samples:   9900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4100/3566 | 0.18 games/s | ETA: 15920s
[gpu0] [ 200/3000] samples:  10000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2800/3556 | 0.18 games/s | ETA: 15749s
[gpu0] [ 199/3000] samples:   9950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2340/3560 | 0.18 games/s | ETA: 15834s
[gpu0] [ 201/3000] samples:  10050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3060/3554 | 0.18 games/s | ETA: 15665s
[gpu0] [ 202/3000] samples:  10100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4560/3559 | 0.18 games/s | ETA: 15582s
[gpu0] [ 203/3000] samples:  10150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3840/3560 | 0.18 games/s | ETA: 15500s
[gpu0] [ 204/3000] samples:  10200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2910/3557 | 0.18 games/s | ETA: 15418s
[gpu0] [ 205/3000] samples:  10250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3380/3556 | 0.18 games/s | ETA: 15338s
[gpu0] [ 206/3000] samples:  10300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2760/3552 | 0.18 games/s | ETA: 15258s
[gpu0] [ 207/3000] samples:  10350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3380/3551 | 0.18 games/s | ETA: 15179s
[gpu0] [ 208/3000] samples:  10400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3760/3552 | 0.18 games/s | ETA: 15100s
[gpu0] [ 209/3000] samples:  10450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2700/3548 | 0.19 games/s | ETA: 15023s
[gpu0] [ 210/3000] samples:  10500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3590/3548 | 0.19 games/s | ETA: 14946s
[gpu0] [ 211/3000] samples:  10550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3270/3547 | 0.19 games/s | ETA: 14870s
[gpu0] [ 212/3000] samples:  10600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4820/3553 | 0.19 games/s | ETA: 14794s
[gpu0] [ 213/3000] samples:  10650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3340/3552 | 0.19 games/s | ETA: 14719s
[gpu0] [ 214/3000] samples:  10700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2190/3546 | 0.19 games/s | ETA: 14645s
[gpu0] [ 215/3000] samples:  10750 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4060/3548 | 0.19 games/s | ETA: 14572s
[gpu0] [ 216/3000] samples:  10800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3300/3547 | 0.19 games/s | ETA: 14499s
[gpu0] [ 217/3000] samples:  10850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3500/3547 | 0.19 games/s | ETA: 14427s
[gpu0] [ 218/3000] samples:  10900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3160/3545 | 0.19 games/s | ETA: 14356s
[gpu0] [ 219/3000] samples:  10950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2900/3542 | 0.19 games/s | ETA: 14285s
[gpu0] [ 220/3000] samples:  11000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3540/3542 | 0.20 games/s | ETA: 14215s
[gpu0] [ 221/3000] samples:  11050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 1700/3534 | 0.20 games/s | ETA: 14146s
[gpu0] [ 222/3000] samples:  11100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2400/3529 | 0.20 games/s | ETA: 14077s
[gpu0] [ 223/3000] samples:  11150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2580/3524 | 0.20 games/s | ETA: 14009s
[gpu0] [ 224/3000] samples:  11200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3720/3525 | 0.20 games/s | ETA: 13941s
[gpu0] [ 225/3000] samples:  11250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3480/3525 | 0.20 games/s | ETA: 13874s
[gpu0] [ 226/3000] samples:  11300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2300/3520 | 0.20 games/s | ETA: 13808s
[gpu0] [ 227/3000] samples:  11350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2440/3515 | 0.20 games/s | ETA: 13743s
[gpu0] [ 228/3000] samples:  11400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4450/3519 | 0.20 games/s | ETA: 13677s
[gpu0] [ 229/3000] samples:  11450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3000/3517 | 0.20 games/s | ETA: 13613s
[gpu0] [ 230/3000] samples:  11500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3480/3516 | 0.20 games/s | ETA: 13549s
[gpu0] [ 231/3000] samples:  11550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2600/3512 | 0.21 games/s | ETA: 13485s
[gpu0] [ 232/3000] samples:  11600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2580/3508 | 0.21 games/s | ETA: 13422s
[gpu0] [ 233/3000] samples:  11650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3920/3510 | 0.21 games/s | ETA: 13360s
[gpu0] [ 234/3000] samples:  11700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3980/3512 | 0.21 games/s | ETA: 13298s
[gpu0] [ 235/3000] samples:  11750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2750/3509 | 0.21 games/s | ETA: 13237s
[gpu0] [ 236/3000] samples:  11800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2660/3505 | 0.21 games/s | ETA: 13176s
[gpu0] [ 237/3000] samples:  11850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2920/3503 | 0.21 games/s | ETA: 13115s
[gpu0] [ 238/3000] samples:  11900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2630/3499 | 0.21 games/s | ETA: 13056s
[gpu0] [ 239/3000] samples:  11950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2080/3493 | 0.21 games/s | ETA: 12996s
[gpu0] [ 240/3000] samples:  12000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3620/3494 | 0.21 games/s | ETA: 12937s
[gpu0] [ 241/3000] samples:  12050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2860/3491 | 0.21 games/s | ETA: 12879s
[gpu0] [ 242/3000] samples:  12100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4730/3496 | 0.22 games/s | ETA: 12821s
[gpu0] [ 243/3000] samples:  12150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2920/3494 | 0.22 games/s | ETA: 12764s
[gpu0] [ 244/3000] samples:  12200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4140/3497 | 0.22 games/s | ETA: 12707s
[gpu0] [ 245/3000] samples:  12250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2570/3493 | 0.22 games/s | ETA: 12650s
[gpu0] [ 246/3000] samples:  12300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2620/3489 | 0.22 games/s | ETA: 12594s
[gpu0] [ 247/3000] samples:  12350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3440/3489 | 0.22 games/s | ETA: 12539s
[gpu0] [ 248/3000] samples:  12400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2920/3487 | 0.22 games/s | ETA: 12484s
[gpu0] [ 250/3000] samples:  12500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4160/3492 | 0.22 games/s | ETA: 12375s
[gpu0] [ 249/3000] samples:  12450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4140/3489 | 0.22 games/s | ETA: 12429s
[gpu0] [ 253/3000] samples:  12650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3820/3493 | 0.22 games/s | ETA: 12215s
[gpu0] [ 252/3000] samples:  12600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4160/3492 | 0.22 games/s | ETA: 12268s
[gpu0] [ 251/3000] samples:  12550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2850/3490 | 0.22 games/s | ETA: 12321s
[gpu0] [ 254/3000] samples:  12700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3140/3492 | 0.23 games/s | ETA: 12162s
[gpu0] [ 255/3000] samples:  12750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2120/3487 | 0.23 games/s | ETA: 12110s
[gpu0] [ 256/3000] samples:  12800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3300/3486 | 0.23 games/s | ETA: 12058s
[gpu0] [ 257/3000] samples:  12850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2980/3484 | 0.23 games/s | ETA: 12007s
[gpu0] [ 258/3000] samples:  12900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3040/3482 | 0.23 games/s | ETA: 11956s
[gpu0] [ 259/3000] samples:  12950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3000/3480 | 0.23 games/s | ETA: 11906s
[gpu0] [ 260/3000] samples:  13000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3560/3481 | 0.23 games/s | ETA: 11856s
[gpu0] [ 262/3000] samples:  13100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2960/3475 | 0.23 games/s | ETA: 11757s
[gpu0] [ 261/3000] samples:  13050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2480/3477 | 0.23 games/s | ETA: 11806s
[gpu0] [ 263/3000] samples:  13150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2620/3472 | 0.23 games/s | ETA: 11708s
[gpu0] [ 264/3000] samples:  13200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3980/3474 | 0.23 games/s | ETA: 11659s
[gpu0] [ 265/3000] samples:  13250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2680/3471 | 0.24 games/s | ETA: 11611s
[gpu0] [ 266/3000] samples:  13300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3190/3470 | 0.24 games/s | ETA: 11563s
[gpu0] [ 267/3000] samples:  13350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5060/3476 | 0.24 games/s | ETA: 11516s
[gpu0] [ 274/3000] samples:  13700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 1780/3463 | 0.24 games/s | ETA: 11193s
[gpu0] [ 275/3000] samples:  13750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3600/3464 | 0.24 games/s | ETA: 11148s
[gpu0] [ 269/3000] samples:  13450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2680/3471 | 0.24 games/s | ETA: 11422s
[gpu0] [ 270/3000] samples:  13500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2580/3468 | 0.24 games/s | ETA: 11375s
[gpu0] [ 271/3000] samples:  13550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3500/3468 | 0.24 games/s | ETA: 11329s
[gpu0] [ 273/3000] samples:  13650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4790/3469 | 0.24 games/s | ETA: 11238s
[gpu0] [ 272/3000] samples:  13650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2520/3482 | 0.24 games/s | ETA: 11283s
[gpu0] [ 268/3000] samples:  13400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3130/3474 | 0.24 games/s | ETA: 11469s
[gpu0] [ 276/3000] samples:  13800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3010/3462 | 0.25 games/s | ETA: 11104s
[gpu0] [ 277/3000] samples:  13850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3200/3461 | 0.25 games/s | ETA: 11059s
[gpu0] [ 278/3000] samples:  13900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3420/3461 | 0.25 games/s | ETA: 11016s
[gpu0] [ 279/3000] samples:  13950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3980/3463 | 0.25 games/s | ETA: 10972s
[gpu0] [ 280/3000] samples:  14000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2860/3461 | 0.25 games/s | ETA: 10929s
[gpu0] [ 281/3000] samples:  14050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3600/3461 | 0.25 games/s | ETA: 10886s
[gpu0] [ 282/3000] samples:  14100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4880/3466 | 0.25 games/s | ETA: 10843s
[gpu0] [ 283/3000] samples:  14150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2900/3464 | 0.25 games/s | ETA: 10801s
[gpu0] [ 284/3000] samples:  14200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3100/3463 | 0.25 games/s | ETA: 10759s
[gpu0] [ 285/3000] samples:  14250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3860/3464 | 0.25 games/s | ETA: 10717s
[gpu0] [ 286/3000] samples:  14300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3230/3464 | 0.25 games/s | ETA: 10676s
[gpu0] [ 287/3000] samples:  14350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3380/3463 | 0.26 games/s | ETA: 10635s
[gpu0] [ 288/3000] samples:  14400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 1480/3456 | 0.26 games/s | ETA: 10594s
[gpu0] [ 289/3000] samples:  14450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4070/3459 | 0.26 games/s | ETA: 10554s
[gpu0] [ 290/3000] samples:  14500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2810/3456 | 0.26 games/s | ETA: 10513s
[gpu0] [ 291/3000] samples:  14550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2240/3452 | 0.26 games/s | ETA: 10473s
[gpu0] [ 292/3000] samples:  14600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2660/3449 | 0.26 games/s | ETA: 10434s
[gpu0] [ 293/3000] samples:  14650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3400/3449 | 0.26 games/s | ETA: 10394s
[gpu0] [ 294/3000] samples:  14700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3260/3449 | 0.26 games/s | ETA: 10355s
[gpu0] [ 295/3000] samples:  14750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3750/3450 | 0.26 games/s | ETA: 10316s
[gpu0] [ 296/3000] samples:  14800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3760/3451 | 0.26 games/s | ETA: 10277s
[gpu0] [ 297/3000] samples:  14850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3280/3450 | 0.26 games/s | ETA: 10239s
[gpu0] [ 298/3000] samples:  14900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3480/3450 | 0.26 games/s | ETA: 10201s
[gpu0] [ 301/3000] samples:  15050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3040/3449 | 0.27 games/s | ETA: 10088s
[gpu0] [ 299/3000] samples:  14950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3080/3449 | 0.27 games/s | ETA: 10163s
[gpu0] [ 300/3000] samples:  15000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3860/3450 | 0.27 games/s | ETA: 10125s
[gpu0] [ 302/3000] samples:  15100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3560/3449 | 0.27 games/s | ETA: 10051s
[gpu0] [ 303/3000] samples:  15150 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5170/3455 | 0.27 games/s | ETA: 10014s
[gpu0] [ 304/3000] samples:  15200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3060/3454 | 0.27 games/s | ETA: 9977s
[gpu0] [ 305/3000] samples:  15250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3260/3453 | 0.27 games/s | ETA: 9941s
[gpu0] [ 307/3000] samples:  15350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3750/3456 | 0.27 games/s | ETA: 9869s
[gpu0] [ 306/3000] samples:  15300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4040/3455 | 0.27 games/s | ETA: 9905s
[gpu0] [ 309/3000] samples:  15450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3340/3455 | 0.27 games/s | ETA: 9798s
[gpu0] [ 308/3000] samples:  15400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3340/3456 | 0.27 games/s | ETA: 9833s
[gpu0] [ 310/3000] samples:  15500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3780/3456 | 0.28 games/s | ETA: 9762s
[gpu0] [ 311/3000] samples:  15550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2300/3453 | 0.28 games/s | ETA: 9727s
[gpu0] [ 312/3000] samples:  15600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2900/3451 | 0.28 games/s | ETA: 9693s
[gpu0] [ 313/3000] samples:  15650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4320/3454 | 0.28 games/s | ETA: 9658s
[gpu0] [ 314/3000] samples:  15700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4200/3456 | 0.28 games/s | ETA: 9624s
[gpu0] [ 315/3000] samples:  15750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3180/3455 | 0.28 games/s | ETA: 9590s
[gpu0] [ 316/3000] samples:  15800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3340/3455 | 0.28 games/s | ETA: 9556s
[gpu0] [ 317/3000] samples:  15850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3580/3455 | 0.28 games/s | ETA: 9522s
[gpu0] [ 318/3000] samples:  15900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3560/3455 | 0.28 games/s | ETA: 9488s
[gpu0] [ 319/3000] samples:  15950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3740/3456 | 0.28 games/s | ETA: 9455s
[gpu0] [ 320/3000] samples:  16000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3630/3457 | 0.28 games/s | ETA: 9422s
[gpu0] [ 321/3000] samples:  16050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3940/3458 | 0.29 games/s | ETA: 9389s
